Channel0 (Time[ns] vs Countrate):
0	0
0.0823045	147006
0.164609	327767
0.246914	151346
0.329218	327112
0.411523	151879
0.493827	332380
0.576132	153691
0.658436	332400
0.740741	152439
0.823045	337395
0.90535	156316
0.987654	337246
1.06996	155973
1.15226	331385
1.23457	158347
1.31687	332126
1.39918	162582
1.48148	332779
1.56379	161055
1.64609	337425
1.7284	163891
1.8107	343565
1.893	164734
1.97531	347548
2.05761	168458
2.13992	346449
2.22222	172078
2.30453	344093
2.38683	173534
2.46914	347339
2.55144	174705
2.63374	352337
2.71605	167569
2.79835	356359
2.88066	164790
2.96296	363108
3.04527	158435
3.12757	362526
3.20988	157443
3.29218	364566
3.37449	156629
3.45679	363648
3.53909	160684
3.6214	366799
3.7037	156511
3.78601	364915
3.86831	160695
3.95062	380468
4.03292	164095
4.11523	362327
4.19753	163608
4.27984	360766
4.36214	167479
4.44444	355820
4.52675	166474
4.60905	350927
4.69136	168653
4.77366	348293
4.85597	166712
4.93827	351892
5.02058	168011
5.10288	352474
5.18519	165969
5.26749	358152
5.34979	168938
5.4321	361088
5.5144	167232
5.59671	359292
5.67901	168204
5.76132	363987
5.84362	171531
5.92593	368499
6.00823	170375
6.09053	369394
6.17284	168092
6.25514	362106
6.33745	163387
6.41975	358620
6.50206	167964
6.58436	386617
6.66667	190159
6.74897	460325
6.83128	215308
6.91358	487270
6.99588	210417
7.07819	457240
7.16049	189642
7.2428	416247
7.3251	181999
7.40741	383189
7.48971	176329
7.57202	338075
7.65432	160434
7.73663	293096
7.81893	138136
7.90123	244710
7.98354	116006
8.06584	211719
8.14815	102881
8.23045	211119
8.31276	108752
8.39506	245944
8.47737	127117
8.55967	275777
8.64198	147010
8.72428	302523
8.80658	160126
8.88889	315491
8.97119	163155
9.0535	329127
9.1358	169952
9.21811	352853
9.30041	180240
9.38272	389042
9.46502	180158
9.54733	402759
9.62963	177602
9.71193	412829
9.79424	182040
9.87654	406938
9.95885	177607
10.0412	395116
10.1235	176124
10.2058	383613
10.2881	175376
10.3704	372703
10.4527	170548
10.535	366846
10.6173	170295
10.6996	363740
10.7819	170045
10.8642	362304
10.9465	171411
11.0288	362814
11.1111	173144
11.1934	361944
11.2757	172824
11.358	365310
11.4403	176577
11.5226	365478
11.6049	171862
11.6872	361600
11.7695	173109
11.8519	365384
11.9342	169724
12.0165	359768
12.0988	169810
12.1811	361823
12.2634	168434
12.3457	360308
12.428	167210
12.5103	360622
12.5926	160060
12.6749	362047
12.7572	159270
12.8395	377382
12.9218	160172
13.0041	366143
13.0864	160216
13.1687	368112
13.251	163529
13.3333	367618
13.4156	163104
13.4979	365885
13.5802	164992
13.6626	362335
13.7449	165606
13.8272	363502
13.9095	167654
13.9918	361802
14.0741	167253
14.1564	363457
14.2387	172266
14.321	363216
14.4033	170498
14.4856	359141
14.5679	171239
14.6502	356297
14.7325	172124
14.8148	352884
14.8971	169097
14.9794	349844
15.0617	170155
15.144	348361
15.2263	170680
15.3086	348500
15.3909	171865
15.4733	352970
15.5556	171409
15.6379	355543
15.7202	168532
15.8025	358207
15.8848	170330
15.9671	361912
16.0494	168552
16.1317	358137
16.214	170302
16.2963	361398
16.3786	167706
16.4609	360703
16.5432	168266
16.6255	361156
16.7078	165403
16.7901	362880
16.8724	165934
16.9547	365273
17.037	158518
17.1193	365799
17.2016	160133
17.284	380704
17.3663	160781
17.4486	368255
17.5309	161507
17.6132	369941
17.6955	164288
17.7778	368516
17.8601	163585
17.9424	366389
18.0247	166178
18.107	359841
18.1893	163946
18.2716	362037
18.3539	166151
18.4362	358021
18.5185	164803
18.6008	360803
18.6831	170193
18.7654	360261
18.8477	169404
18.93	357289
19.0123	172362
19.0947	357558
19.177	176394
19.2593	357435
19.3416	174731
19.4239	357245
19.5062	176226
19.5885	356169
19.6708	174247
19.7531	355608
19.8354	174958
19.9177	356920
20	173318
20.0823	356226
20.1646	170899
20.2469	360749
20.3292	171349
20.4115	361416
20.4938	167724
20.5761	359275
20.6584	169792
20.7407	361898
20.823	167422
20.9053	358914
20.9877	166902
21.07	360409
21.1523	164976
21.2346	362004
21.3169	165404
21.3992	367841
21.4815	159353
21.5638	367548
21.6461	160085
21.7284	382562
21.8107	162413
21.893	368045
21.9753	161212
22.0576	369185
22.1399	164238
22.2222	366058
22.3045	163744
22.3868	363741
22.4691	165666
22.5514	361705
22.6337	165678
22.716	362585
22.7984	166786
22.8807	357932
22.963	165278
23.0453	359182
23.1276	168847
23.2099	357649
23.2922	168504
23.3745	355886
23.4568	172017
23.5391	356178
23.6214	175859
23.7037	356306
23.786	173942
23.8683	355279
23.9506	176179
24.0329	354801
24.1152	174364
24.1975	354308
24.2798	174680
24.3621	356451
24.4444	173801
24.5267	358278
24.6091	171139
24.6914	359507
24.7737	170851
24.856	360958
24.9383	167051
25.0206	357645
25.1029	169753
25.1852	361166
25.2675	166818
25.3498	359188
25.4321	167578
25.5144	361877
25.5967	166189
25.679	362006
25.7613	165298
25.8436	366707
25.9259	157283
26.0082	364597
26.0905	158867
26.1728	379696
26.2551	159783
26.3374	364638
26.4198	159645
26.5021	365362
26.5844	163858
26.6667	364601
26.749	163550
26.8313	364384
26.9136	165796
26.9959	360004
27.0782	165483
27.1605	362299
27.2428	167609
27.3251	359885
27.4074	165595
27.4897	360955
27.572	169612
27.6543	361383
27.7366	169742
27.8189	357092
27.9012	171662
27.9835	357525
28.0658	175041
28.1481	355592
28.2305	173107
28.3128	354024
28.3951	174314
28.4774	351553
28.5597	173508
28.642	351056
28.7243	172903
28.8066	353283
28.8889	172608
28.9712	353218
29.0535	169199
29.1358	358352
29.2181	170030
29.3004	359356
29.3827	167180
29.465	358085
29.5473	169696
29.6296	361135
29.7119	167378
29.7942	360413
29.8765	167941
29.9588	363151
30.0412	165892
30.1235	363880
30.2058	165468
30.2881	365423
30.3704	158242
30.4527	362933
30.535	158928
30.6173	376287
30.6996	158269
30.7819	361799
30.8642	157746
30.9465	363128
31.0288	162743
31.1111	363358
31.1934	162941
31.2757	362143
31.358	165936
31.4403	359876
31.5226	166767
31.6049	361614
31.6872	167304
31.7695	361019
31.8519	166792
31.9342	362168
32.0165	170361
32.0988	361106
32.1811	170119
32.2634	358201
32.3457	172574
32.428	357233
32.5103	175068
32.5926	354065
32.6749	172098
32.7572	351133
32.8395	173810
32.9218	350346
33.0041	173431
33.0864	349401
33.1687	173128
33.251	351094
33.3333	171503
33.4156	353473
33.4979	168331
33.5802	355908
33.6626	169581
33.7449	358264
33.8272	165662
33.9095	358029
33.9918	169127
34.0741	361639
34.1564	167304
34.2387	362040
34.321	169273
34.4033	364523
34.4856	166665
34.5679	366853
34.6502	166283
34.7325	368947
34.8148	159215
34.8971	366852
34.9794	160004
35.0617	380190
35.144	159416
35.2263	363631
35.3086	159293
35.3909	362238
35.4733	162262
35.5556	361286
35.6379	161587
35.7202	360253
35.8025	163753
35.8848	358170
35.9671	163713
36.0494	360325
36.1317	164882
36.214	355107
36.2963	164392
36.3786	358517
36.4609	168836
36.5432	357443
36.6255	168579
36.7078	357344
36.7901	172134
36.8724	356026
36.9547	175922
37.037	357194
37.1193	174703
37.2016	355685
37.284	175815
37.3663	354512
37.4486	175129
37.5309	354984
37.6132	174808
37.6955	355708
37.7778	172976
37.8601	356300
37.9424	169610
38.0247	359388
38.107	169865
38.1893	359614
38.2716	166853
38.3539	357180
38.4362	168619
38.5185	359932
38.6008	166752
38.6831	358233
38.7654	166989
38.8477	359051
38.93	164074
39.0123	360952
39.0947	164235
39.177	363827
39.2593	157033
39.3416	362939
39.4239	158213
39.5062	377799
39.5885	159529
39.6708	364170
39.7531	159468
39.8354	365872
39.9177	163751
40	364375
40.0823	163273
40.1646	364294
40.2469	166524
40.3292	361475
40.4115	165311
40.4938	362412
40.5761	166426
40.6584	358703
40.7407	164695
40.823	358207
40.9053	168050
40.9877	359564
41.07	168103
41.1523	355194
41.2346	171007
41.3169	353919
41.3992	175035
41.4815	354096
41.5638	173006
41.6461	353580
41.7284	174318
41.8107	353993
41.893	174203
41.9753	353773
42.0576	175188
42.1399	356688
42.2222	173426
42.3045	356541
42.3868	170259
42.4691	358952
42.5514	170832
42.6337	358999
42.716	166628
42.7984	356040
42.8807	167695
42.963	359427
43.0453	165691
43.1276	357808
43.2099	167013
43.2922	359651
43.3745	164188
43.4568	360909
43.5391	164487
43.6214	364751
43.7037	156629
43.786	364935
43.8683	157570
43.9506	378593
44.0329	158986
44.1152	363869
44.1975	159474
44.2798	364949
44.3621	163867
44.4444	364152
44.5267	163687
44.6091	363761
44.6914	165451
44.7737	360827
44.856	164736
44.9383	362063
45.0206	165730
45.1029	359055
45.1852	164713
45.2675	359497
45.3498	169249
45.4321	359553
45.5144	168911
45.5967	356097
45.679	171221
45.7613	354816
45.8436	174429
45.9259	353267
46.0082	171860
46.0905	353006
46.1728	173765
46.2551	351229
46.3374	173356
46.4198	351787
46.5021	173565
46.5844	354376
46.6667	171745
46.749	355292
46.8313	169488
46.9136	357188
46.9959	170137
47.0782	359353
47.1605	166335
47.2428	356195
47.3251	168375
47.4074	360477
47.4897	166135
47.572	359226
47.6543	167322
47.7366	361874
47.8189	164561
47.9012	362299
47.9835	164637
48.0658	366072
48.1481	157177
48.2305	365096
48.3128	157739
48.3951	377195
48.4774	159008
48.5597	362272
48.642	158457
48.7243	362988
48.8066	162320
48.8889	363434
48.9712	162177
49.0535	363524
49.1358	164412
49.2181	360716
49.3004	164977
49.3827	361772
49.465	166713
49.5473	357344
49.6296	165173
49.7119	360312
49.7942	169350
49.8765	360523
49.9588	169004
50.0412	357865
50.1235	172517
50.2058	357110
50.2881	174148
50.3704	355198
50.4527	174414
50.535	355050
50.6173	174972
50.6996	352682
50.7819	173898
50.8642	353388
50.9465	174284
51.0288	354247
51.1111	171467
51.1934	354623
51.2757	167301
51.358	357530
51.4403	169170
51.5226	357970
51.6049	165331
51.6872	355466
51.7695	168421
51.8519	360265
51.9342	166058
52.0165	359610
52.0988	166756
52.1811	361166
52.2634	165201
52.3457	362660
52.428	164858
52.5103	366221
52.5926	158340
52.6749	365021
52.7572	159616
52.8395	379914
52.9218	159987
53.0041	364620
53.0864	158768
53.1687	365483
53.251	162384
53.3333	364104
53.4156	162782
53.4979	364253
53.5802	165018
53.6626	360869
53.7449	164953
53.8272	362655
53.9095	166629
53.9918	359505
54.0741	165751
54.1564	361638
54.2387	169198
54.321	361274
54.4033	169665
54.4856	356654
54.5679	172548
54.6502	357547
54.7325	175118
54.8148	355791
54.8971	173694
54.9794	355260
55.0617	175466
55.144	353581
55.2263	173110
55.3086	353695
55.3909	174243
55.4733	355021
55.5556	172226
55.6379	354416
55.7202	169025
55.8025	357972
55.8848	170077
55.9671	360261
56.0494	166722
56.1317	358474
56.214	169396
56.2963	362399
56.3786	166758
56.4609	359474
56.5432	168857
56.6255	363008
56.7078	165696
56.7901	363104
56.8724	164484
56.9547	365254
57.037	157941
57.1193	366136
57.2016	158312
57.284	379999
57.3663	159908
57.4486	364513
57.5309	159410
57.6132	366008
57.6955	163995
57.7778	365242
57.8601	163133
57.9424	364940
58.0247	165913
58.107	361681
58.1893	165759
58.2716	365247
58.3539	166845
58.4362	361019
58.5185	165797
58.6008	361963
58.6831	169256
58.7654	361093
58.8477	169171
58.93	355841
59.0123	171390
59.0947	356044
59.177	173977
59.2593	354456
59.3416	172724
59.4239	355294
59.5062	175115
59.5885	354480
59.6708	174513
59.7531	355105
59.8354	175530
59.9177	358516
60	174148
60.0823	358010
60.1646	170433
60.2469	361048
60.3292	171802
60.4115	360548
60.4938	165544
60.5761	357971
60.6584	168991
60.7407	359025
60.823	166094
60.9053	357751
60.9877	166871
61.07	359112
61.1523	164053
61.2346	360813
61.3169	164818
61.3992	364325
61.4815	157271
61.5638	365253
61.6461	158822
61.7284	380545
61.8107	159940
61.893	367159
61.9753	160158
62.0576	368356
62.1399	164208
62.2222	368502
62.3045	164277
62.3868	367475
62.4691	167316
62.5514	364572
62.6337	166268
62.716	365817
62.7984	167486
62.8807	361906
62.963	165594
63.0453	360310
63.1276	169145
63.2099	359387
63.2922	167920
63.3745	353906
63.4568	171035
63.5391	353455
63.6214	173474
63.7037	352977
63.786	172875
63.8683	353244
63.9506	174077
64.0329	354196
64.1152	174480
64.1975	355723
64.2798	175547
64.3621	359196
64.4444	174318
64.5267	358394
64.6091	170802
64.6914	361420
64.7737	171481
64.856	362401
64.9383	167002
65.0206	359734
65.1029	168631
65.1852	362097
65.2675	167209
65.3498	359345
65.4321	167312
65.5144	361620
65.5967	164529
65.679	361554
65.7613	164132
65.8436	365034
65.9259	157152
66.0082	363851
66.0905	158958
66.1728	379642
66.2551	160179
66.3374	365161
66.4198	159131
66.5021	366816
66.5844	164336
66.6667	367090
66.749	164596
66.8313	367876
66.9136	166391
66.9959	363875
67.0782	167728
67.1605	365984
67.2428	167769
67.3251	360649
67.4074	166210
67.4897	361960
67.572	169641
67.6543	360196
67.7366	169004
67.8189	356214
67.9012	171136
67.9835	354966
68.0658	174550
68.1481	354132
68.2305	173868
68.3128	353963
68.3951	174848
68.4774	354093
68.5597	174192
68.642	353740
68.7243	174502
68.8066	355281
68.8889	173419
68.9712	355921
69.0535	169411
69.1358	359525
69.2181	171111
69.3004	360837
69.3827	167805
69.465	358161
69.5473	169669
69.6296	363099
69.7119	167597
69.7942	360889
69.8765	169419
69.9588	362628
70.0412	165904
70.1235	363787
70.2058	165195
70.2881	367252
70.3704	157608
70.4527	365297
70.535	159286
70.6173	379729
70.6996	160409
70.7819	365442
70.8642	159638
70.9465	365159
71.0288	163912
71.1111	364858
71.1934	163383
71.2757	365105
71.358	166398
71.4403	361311
71.5226	165296
71.6049	363477
71.6872	167697
71.7695	359543
71.8519	166612
71.9342	361470
72.0165	170172
72.0988	360911
72.1811	169502
72.2634	356262
72.3457	172947
72.428	356669
72.5103	175115
72.5926	355669
72.6749	174238
72.7572	354713
72.8395	175296
72.9218	354914
73.0041	174529
73.0864	354844
73.1687	175851
73.251	355433
73.3333	172805
73.4156	355606
73.4979	170234
73.5802	358529
73.6626	170450
73.7449	359665
73.8272	166566
73.9095	357324
73.9918	169015
74.0741	360783
74.1564	167588
74.2387	360337
74.321	167918
74.4033	363269
74.4856	165828
74.5679	363558
74.6502	165621
74.7325	367135
74.8148	158762
74.8971	365357
74.9794	159145
75.0617	380666
75.144	160746
75.2263	365918
75.3086	159921
75.3909	366033
75.4733	163534
75.5556	366721
75.6379	164184
75.7202	365729
75.8025	167198
75.8848	361435
75.9671	166280
76.0494	363203
76.1317	166888
76.214	359731
76.2963	165746
76.3786	359921
76.4609	169659
76.5432	359703
76.6255	168993
76.7078	356230
76.7901	171858
76.8724	355763
76.9547	174349
77.037	353685
77.1193	172385
77.2016	353364
77.284	174679
77.3663	353618
77.4486	174552
77.5309	354238
77.6132	174668
77.6955	356188
77.7778	173990
77.8601	356689
77.9424	170465
78.0247	358229
78.107	170816
78.1893	361015
78.2716	167623
78.3539	357531
78.4362	168727
78.5185	361222
78.6008	167371
78.6831	358318
78.7654	167898
78.8477	362005
78.93	165897
79.0123	361459
79.0947	164887
79.177	366268
79.2593	158123
79.3416	364831
79.4239	159560
79.5062	377974
79.5885	160161
79.6708	363641
79.7531	158901
79.8354	365702
79.9177	163766
80	365050
80.0823	163689
80.1646	364223
80.2469	165992
80.3292	362498
80.4115	166769
80.4938	363365
80.5761	167247
80.6584	359974
80.7407	165539
80.823	360562
80.9053	169968
80.9877	360042
81.07	168581
81.1523	354027
81.2346	171515
81.3169	354548
81.3992	173791
81.4815	352641
81.5638	174200
81.6461	352379
81.7284	173577
81.8107	352337
81.893	173935
